uid, num_ratings, log_num_ratings, gini, rating_avg, rating_std, phi_avg, phi_std, proportion_long_tailors, avg_entropy, abnormality, abnormality_CR, itens_avg_num_ratings, avg_rating_from_itens_consumed
1037, 38.00000, 5.24793, 0.13197, 3.57895, 0.88932, 0.10372, 0.08578, 0.28947, 1.34863, 0.55002, 0.12465, 626.47368, 3.34086
1038, 148.00000, 7.20945, 0.14937, 3.93243, 1.13487, 0.13578, 0.11691, 0.20270, 1.24226, 0.83374, 0.32987, 820.10135, 3.88015
1039, 28.00000, 4.80735, 0.27734, 2.89286, 1.44886, 0.11917, 0.09355, 0.25000, 1.37970, 0.97208, 0.59073, 719.78571, 3.11337
1040, 259.00000, 8.01681, 0.08147, 4.23552, 0.67810, 0.16452, 0.10431, 0.05019, 1.27098, 0.56851, 0.09295, 993.72973, 3.79980
1041, 85.00000, 6.40939, 0.08450, 4.31765, 0.72722, 0.11138, 0.10936, 0.31765, 1.21055, 0.60786, 0.14738, 672.70588, 4.00164
1042, 45.00000, 5.49185, 0.20143, 2.75556, 1.02593, 0.12148, 0.10158, 0.22222, 1.37010, 0.87935, 0.41351, 733.73333, 3.25502
1043, 36.00000, 5.16993, 0.13613, 3.91667, 0.99642, 0.17175, 0.12563, 0.13889, 1.25522, 0.75234, 0.20995, 1037.36111, 3.87000
1044, 144.00000, 7.16993, 0.10347, 3.76389, 0.75712, 0.15208, 0.10561, 0.13194, 1.26385, 0.51129, 0.12421, 918.55556, 3.83835
1045, 37.00000, 5.20945, 0.19146, 3.54054, 1.28224, 0.12327, 0.09569, 0.18919, 1.36303, 0.98161, 0.62169, 744.56757, 3.43395
1046, 26.00000, 4.70044, 0.10396, 3.88462, 0.76561, 0.16559, 0.13225, 0.07692, 1.30255, 0.58176, 0.19795, 1000.19231, 3.65697
1047, 76.00000, 6.24793, 0.11084, 3.88158, 0.83214, 0.20533, 0.12985, 0.07895, 1.34449, 0.76989, 0.36153, 1240.18421, 3.50095
1048, 41.00000, 5.35755, 0.07852, 4.00000, 0.63246, 0.20095, 0.12549, 0.07317, 1.22854, 0.43654, 0.11559, 1213.73171, 3.99964
1049, 36.00000, 5.16993, 0.14061, 3.58333, 0.96732, 0.19660, 0.13511, 0.05556, 1.30776, 0.65962, 0.24511, 1187.44444, 3.72756
1050, 564.00000, 9.13955, 0.17271, 2.90071, 0.93334, 0.10687, 0.08814, 0.26241, 1.35449, 0.69935, 0.22143, 645.49113, 3.34587
1051, 862.00000, 9.75154, 0.21691, 3.46636, 1.36767, 0.10643, 0.09084, 0.27494, 1.34396, 0.95394, 0.21122, 642.80858, 3.35739
1052, 67.00000, 6.06609, 0.09427, 4.34328, 0.84481, 0.11483, 0.10707, 0.23881, 1.18047, 0.65461, 0.16783, 693.58209, 4.11688
1053, 335.00000, 8.38802, 0.16944, 3.34328, 1.04039, 0.11617, 0.09827, 0.24478, 1.30162, 0.62570, 0.21859, 701.63881, 3.55060
1054, 127.00000, 6.98868, 0.15101, 3.88976, 1.14246, 0.11329, 0.10240, 0.26772, 1.36789, 1.15938, 0.43025, 684.29921, 3.02715
1055, 78.00000, 6.28540, 0.18926, 3.44872, 1.18044, 0.15841, 0.11999, 0.14103, 1.28789, 0.88284, 0.34771, 956.76923, 3.77334
1056, 76.00000, 6.24793, 0.23355, 3.47368, 1.48300, 0.12696, 0.11382, 0.27632, 1.38574, 1.22487, 0.44886, 766.81579, 3.20688
1057, 179.00000, 7.48382, 0.14425, 3.72626, 0.99320, 0.14490, 0.12046, 0.18436, 1.29541, 0.64692, 0.09919, 875.22346, 3.76005
1058, 357.00000, 8.47978, 0.10698, 3.79552, 0.77545, 0.15602, 0.10297, 0.07563, 1.30148, 0.51426, 0.09714, 942.38936, 3.69013
1059, 513.00000, 9.00282, 0.21640, 2.88889, 1.13422, 0.12428, 0.09898, 0.19298, 1.31153, 0.98836, 0.23460, 750.67251, 3.65634
1060, 80.00000, 6.32193, 0.18647, 3.35000, 1.12621, 0.13589, 0.11089, 0.21250, 1.39076, 0.83886, 0.15547, 820.78750, 3.03820
1061, 51.00000, 5.67243, 0.14508, 3.98039, 1.14000, 0.14223, 0.10462, 0.11765, 1.29000, 0.91460, 0.41622, 859.05882, 3.69272
1062, 194.00000, 7.59991, 0.06540, 4.48454, 0.58679, 0.14454, 0.10313, 0.10825, 1.24010, 0.67563, 0.24509, 873.00515, 3.92000
1063, 100.00000, 6.64386, 0.10708, 4.18000, 0.86899, 0.20281, 0.14394, 0.16000, 1.24634, 0.68943, 0.28146, 1224.95000, 3.85702
1064, 103.00000, 6.68650, 0.10913, 3.70874, 0.79989, 0.17989, 0.13131, 0.16505, 1.29698, 0.60962, 0.16718, 1086.56311, 3.67867
1065, 88.00000, 6.45943, 0.12444, 3.71591, 0.87031, 0.11871, 0.10478, 0.26136, 1.31545, 0.67680, 0.13438, 716.98864, 3.63975
1066, 122.00000, 6.93074, 0.16144, 3.53279, 1.06161, 0.16129, 0.11785, 0.07377, 1.30893, 0.81489, 0.30551, 974.18033, 3.63845
1067, 96.00000, 6.58496, 0.10048, 3.96875, 0.77396, 0.17786, 0.13555, 0.16667, 1.24928, 0.58603, 0.13230, 1074.29167, 3.95443
1068, 597.00000, 9.22159, 0.14276, 3.73367, 0.98193, 0.10591, 0.09334, 0.27806, 1.35050, 0.71390, 0.15045, 639.68844, 3.38258
1069, 609.00000, 9.25030, 0.28413, 2.87192, 1.44755, 0.05633, 0.07868, 0.62562, 1.33278, 1.21533, nan, 340.23810, 3.35285
1070, 21.00000, 4.39232, 0.23308, 3.61905, 1.62715, 0.19938, 0.12935, 0.04762, 1.30734, 1.61701, 0.88579, 1204.23810, 3.65933
1071, 143.00000, 7.15987, 0.10013, 4.42657, 1.02428, 0.12057, 0.10689, 0.23077, 1.31317, 1.14331, 0.61416, 728.26573, 3.60249
1072, 105.00000, 6.71425, 0.09277, 4.04762, 0.78912, 0.18895, 0.11797, 0.04762, 1.21081, 0.54890, 0.20760, 1141.22857, 3.99033
1073, 116.00000, 6.85798, 0.12114, 4.14655, 0.97137, 0.13228, 0.11834, 0.21552, 1.21704, 0.75760, 0.12504, 798.94828, 3.94112
1074, 192.00000, 7.58496, 0.15915, 3.44792, 1.01166, 0.15605, 0.10701, 0.09896, 1.24945, 0.83741, 0.28981, 942.56771, 3.85546
1075, 41.00000, 5.35755, 0.10491, 4.04878, 0.80471, 0.14437, 0.10730, 0.19512, 1.12924, 0.59683, 0.09989, 872.02439, 4.20857
1076, 41.00000, 5.35755, 0.23547, 3.24390, 1.39249, 0.16101, 0.09973, 0.07317, 1.35573, 1.11336, 0.28366, 972.48780, 3.56329
1077, 309.00000, 8.27146, 0.11977, 4.01942, 0.91148, 0.13641, 0.10785, 0.16828, 1.22926, 0.71140, 0.17630, 823.93204, 3.98199
1078, 127.00000, 6.98868, 0.12259, 3.98425, 0.93422, 0.10750, 0.10860, 0.30709, 1.32374, 0.82811, 0.25384, 649.27559, 3.56276
1079, 121.00000, 6.91886, 0.19123, 3.58678, 1.25611, 0.17253, 0.12887, 0.13223, 1.28646, 0.84386, 0.32760, 1042.06612, 3.71552
1080, 54.00000, 5.75489, 0.21012, 3.74074, 1.51950, 0.12179, 0.12018, 0.31481, 1.32973, 1.07165, 0.44021, 735.59259, 3.43403
1081, 34.00000, 5.08746, 0.13413, 4.14706, 1.18404, 0.23969, 0.13618, 0.02941, 1.27683, 0.76501, 0.45207, 1447.70588, 3.79468
1082, 57.00000, 5.83289, 0.08949, 4.33333, 0.76376, 0.20095, 0.12033, 0.07018, 1.32319, 0.83814, 0.36610, 1213.75439, 3.63743
1083, 26.00000, 4.70044, 0.30000, 2.69231, 1.54322, 0.16246, 0.12074, 0.15385, 1.30482, 1.44701, 1.27361, 981.26923, 3.50937
1084, 180.00000, 7.49185, 0.18574, 3.15000, 1.07003, 0.16217, 0.10460, 0.08889, 1.30527, 0.79845, 0.27459, 979.49444, 3.63056
1085, 35.00000, 5.12928, 0.16132, 3.71429, 1.12646, 0.19999, 0.13660, 0.08571, 1.23076, 0.83472, 0.26661, 1207.94286, 3.85362
1086, 312.00000, 8.28540, 0.12734, 3.86218, 0.96410, 0.16542, 0.10445, 0.06731, 1.31658, 0.68320, 0.18514, 999.13462, 3.61350
1087, 392.00000, 8.61471, 0.15055, 3.79082, 1.05700, 0.15643, 0.10246, 0.10204, 1.29235, 0.72610, 0.19219, 944.85969, 3.74059
1088, 1176.00000, 10.19967, 0.16815, 3.33759, 1.05950, 0.09309, 0.08435, 0.32993, 1.32255, 0.59876, 0.16439, 562.27381, 3.47186
1089, 72.00000, 6.16993, 0.08247, 4.00000, 0.65003, 0.18388, 0.11853, 0.09722, 1.29411, 0.50776, 0.11641, 1110.63889, 3.79278
1090, 73.00000, 6.18982, 0.13610, 3.36986, 0.88986, 0.19614, 0.11687, 0.05479, 1.23446, 0.73878, 0.15712, 1184.65753, 3.85405
1091, 33.00000, 5.04439, 0.16956, 2.69697, 0.88335, 0.18745, 0.13972, 0.18182, 1.34193, 0.95179, 0.53662, 1132.21212, 3.41250
1092, 51.00000, 5.67243, 0.13697, 4.05882, 1.10294, 0.12476, 0.07824, 0.09804, 1.36395, 0.99735, 0.43662, 753.52941, 3.47084
1093, 70.00000, 6.12928, 0.14424, 3.38571, 0.95239, 0.20966, 0.12681, 0.02857, 1.22409, 0.82930, 0.26126, 1266.35714, 3.88428
1094, 164.00000, 7.35755, 0.13885, 3.62195, 0.94823, 0.15898, 0.10987, 0.12805, 1.27338, 0.70290, 0.09008, 960.21951, 3.79218
1095, 36.00000, 5.16993, 0.14236, 4.00000, 1.17108, 0.14436, 0.10580, 0.13889, 1.26945, 0.81942, 0.52671, 871.94444, 3.74085
1096, 268.00000, 8.06609, 0.26420, 2.58955, 1.22528, 0.10681, 0.10284, 0.32090, 1.36603, 0.92734, 0.36546, 645.12313, 3.14387
1097, 168.00000, 7.39232, 0.16061, 3.47024, 1.04352, 0.16932, 0.10975, 0.07143, 1.32898, 0.73633, 0.30978, 1022.70833, 3.54623
1098, 32.00000, 5.00000, 0.13293, 4.18750, 1.14828, 0.16684, 0.13437, 0.15625, 1.21037, 0.89087, 0.40567, 1007.68750, 3.96446
1099, 188.00000, 7.55459, 0.21298, 3.51064, 1.35824, 0.15996, 0.10411, 0.07447, 1.28073, 0.83582, 0.27673, 966.13298, 3.68134
1100, 508.00000, 8.98868, 0.31573, 2.19882, 1.28787, 0.08772, 0.07850, 0.35630, 1.36951, 1.31291, 0.42891, 529.82283, 3.28318
1101, 518.00000, 9.01681, 0.20461, 3.32432, 1.22791, 0.13313, 0.09848, 0.14672, 1.32382, 0.85761, 0.29219, 804.08108, 3.51661
1102, 27.00000, 4.75489, 0.38009, 2.25926, 1.83120, 0.15252, 0.11179, 0.18519, 1.27006, 2.42440, 1.37169, 921.22222, 3.63250
1103, 60.00000, 5.90689, 0.14292, 3.53333, 0.94719, 0.12382, 0.11196, 0.33333, 1.32671, 0.71566, 0.22857, 747.86667, 3.68654
1104, 54.00000, 5.75489, 0.13428, 3.83333, 0.94669, 0.17082, 0.13551, 0.18519, 1.23180, 0.75107, 0.19333, 1031.74074, 3.96618
1105, 161.00000, 7.33092, 0.13027, 3.93168, 0.96258, 0.18761, 0.11813, 0.08075, 1.26767, 0.64917, 0.14286, 1133.14907, 3.74921
1106, 64.00000, 6.00000, 0.15832, 3.78125, 1.09063, 0.17143, 0.13149, 0.12500, 1.34255, 0.85959, 0.30651, 1035.42188, 3.44212
1107, 78.00000, 6.28540, 0.12914, 3.70513, 0.89890, 0.12935, 0.10719, 0.24359, 1.34085, 0.59494, 0.08562, 781.28205, 3.43118
1108, 44.00000, 5.45943, 0.11313, 4.11364, 0.92046, 0.15987, 0.13433, 0.20455, 1.30167, 0.68921, 0.25930, 965.61364, 3.71619
1109, 205.00000, 7.67948, 0.23879, 3.08780, 1.31809, 0.13253, 0.10758, 0.19024, 1.34120, 0.89083, 0.34450, 800.49268, 3.39427
1110, 49.00000, 5.61471, 0.09241, 4.32653, 0.77427, 0.16865, 0.12480, 0.10204, 1.32055, 0.84579, 0.23309, 1018.63265, 3.68586
1111, 33.00000, 5.04439, 0.17225, 4.03030, 1.46810, 0.09610, 0.09235, 0.36364, 1.34260, 1.47695, 0.73497, 580.45455, 3.43989
1112, 679.00000, 9.40727, 0.20087, 3.44183, 1.24176, 0.12073, 0.09365, 0.20177, 1.33659, 0.69917, 0.13576, 729.23711, 3.42893
1113, 319.00000, 8.31741, 0.10630, 3.97492, 0.81611, 0.13832, 0.11087, 0.21003, 1.28864, 0.55191, 0.14056, 835.44201, 3.73639
1114, 134.00000, 7.06609, 0.23186, 3.46269, 1.45435, 0.12125, 0.09667, 0.16418, 1.32812, 1.15169, 0.23330, 732.37313, 3.51907
1115, 109.00000, 6.76818, 0.21207, 3.17431, 1.20834, 0.13538, 0.12765, 0.29358, 1.35076, 0.83847, 0.37158, 817.70642, 3.39160
1116, 142.00000, 7.14975, 0.13029, 3.86620, 0.96924, 0.14115, 0.10222, 0.15493, 1.26759, 0.69723, 0.19272, 852.53521, 3.85603
1117, 754.00000, 9.55842, 0.12913, 3.77719, 0.93803, 0.11890, 0.09093, 0.17507, 1.32430, 0.61619, 0.17498, 718.18302, 3.51452
1118, 30.00000, 4.90689, 0.14061, 3.66667, 0.95893, 0.21902, 0.14839, 0.10000, 1.32624, 0.65814, 0.14181, 1322.86667, 3.61589
1119, 395.00000, 8.62571, 0.10949, 3.78734, 0.80313, 0.11914, 0.09552, 0.19241, 1.31113, 0.49889, 0.11227, 719.59747, 3.57920
1120, 735.00000, 9.52160, 0.13833, 3.76463, 0.98232, 0.11478, 0.09369, 0.22857, 1.33309, 0.70413, 0.16253, 693.24354, 3.43082
1121, 289.00000, 8.17493, 0.10619, 3.95502, 0.83420, 0.13893, 0.10349, 0.16609, 1.28378, 0.64709, 0.15897, 839.16609, 3.69677
1122, 114.00000, 6.83289, 0.15294, 3.22807, 0.92205, 0.16142, 0.11818, 0.12281, 1.33699, 0.73461, 0.22161, 974.94737, 3.50851
1123, 30.00000, 4.90689, 0.16337, 3.36667, 1.03335, 0.11204, 0.06769, 0.13333, 1.35061, 0.79990, 0.28888, 676.73333, 3.39801
1124, 389.00000, 8.60363, 0.15319, 3.77121, 1.06325, 0.14347, 0.10399, 0.14139, 1.30134, 0.73439, 0.14669, 866.52956, 3.65343
1125, 580.00000, 9.17991, 0.19042, 3.22241, 1.11692, 0.11195, 0.09555, 0.25172, 1.35377, 0.85631, 0.32376, 676.16724, 3.30183
1126, 21.00000, 4.39232, 0.15190, 3.76190, 1.09109, 0.23976, 0.15477, 0.09524, 1.24906, 0.73273, 0.36484, 1448.14286, 3.91811
1127, 131.00000, 7.03342, 0.22134, 3.22137, 1.27273, 0.13457, 0.11572, 0.22137, 1.32958, 0.80475, 0.29099, 812.81679, 3.40433
1128, 498.00000, 8.96000, 0.18273, 3.21687, 1.08268, 0.10274, 0.08841, 0.27309, 1.28258, 0.69437, 0.20392, 620.56627, 3.63031
1129, 103.00000, 6.68650, 0.08490, 4.14563, 0.67748, 0.21367, 0.11686, 0.02913, 1.28861, 0.64788, 0.13367, 1290.54369, 3.72046
1130, 279.00000, 8.12412, 0.15491, 3.84946, 1.14690, 0.16592, 0.10729, 0.07168, 1.25849, 0.80255, 0.24234, 1002.13620, 3.81184
1131, 103.00000, 6.68650, 0.03463, 4.79612, 0.42839, 0.14896, 0.12785, 0.20388, 1.17182, 0.71216, 0.13296, 899.73786, 4.11433
1132, 163.00000, 7.34873, 0.09327, 4.34356, 0.81180, 0.17727, 0.11086, 0.04908, 1.31805, 0.90457, 0.30321, 1070.72393, 3.58458
1133, 168.00000, 7.39232, 0.21080, 3.38690, 1.28056, 0.14729, 0.12016, 0.18452, 1.31112, 0.76902, 0.30102, 889.64881, 3.53058
1134, 150.00000, 7.22882, 0.09373, 4.42000, 0.87677, 0.18779, 0.12536, 0.08667, 1.24249, 0.80226, 0.18235, 1134.28000, 3.91465
1135, 172.00000, 7.42626, 0.14136, 3.81395, 1.00887, 0.14467, 0.11851, 0.19186, 1.35293, 0.87616, 0.36391, 873.83140, 3.36246
1136, 56.00000, 5.80735, 0.17281, 3.26786, 1.05298, 0.17641, 0.11762, 0.05357, 1.29106, 0.81183, 0.41996, 1065.50000, 3.67536
1137, 564.00000, 9.13955, 0.14964, 3.74468, 1.02650, 0.12000, 0.10079, 0.24291, 1.29752, 0.71698, 0.16123, 724.80851, 3.64807
1138, 89.00000, 6.47573, 0.19722, 3.66292, 1.33947, 0.15515, 0.13139, 0.20225, 1.33224, 0.89310, 0.40333, 937.12360, 3.42875
1139, 182.00000, 7.50779, 0.13392, 3.90659, 0.99560, 0.15369, 0.10989, 0.11538, 1.30113, 0.76748, 0.21754, 928.26923, 3.68815
1140, 374.00000, 8.54689, 0.13773, 3.75668, 0.95594, 0.10002, 0.10378, 0.37701, 1.26577, 0.72329, 0.10964, 604.12032, 3.77785
1141, 466.00000, 8.86419, 0.24438, 3.30901, 1.44394, 0.10924, 0.09742, 0.28112, 1.31565, 0.94428, nan, 659.78755, 3.49449
1142, 263.00000, 8.03892, 0.18740, 3.37262, 1.15164, 0.13593, 0.10157, 0.14449, 1.35453, 0.75901, 0.24068, 821.01901, 3.39115
1143, 53.00000, 5.72792, 0.07613, 4.30189, 0.66751, 0.16854, 0.13452, 0.13208, 1.23518, 0.52369, 0.08353, 1017.96226, 3.94533
1144, 22.00000, 4.45943, 0.14513, 3.77273, 1.02036, 0.23758, 0.16061, 0.09091, 1.27009, 0.66444, 0.32716, 1434.95455, 3.78661
1145, 57.00000, 5.83289, 0.25475, 3.36842, 1.56561, 0.17796, 0.13759, 0.17544, 1.26211, 1.13250, 0.54996, 1074.85965, 3.74935
1146, 378.00000, 8.56224, 0.20300, 2.79894, 1.03867, 0.08985, 0.09274, 0.39153, 1.35376, 0.82859, 0.37920, 542.67196, 3.13049
1147, 333.00000, 8.37938, 0.18884, 3.46547, 1.18073, 0.08375, 0.10119, 0.47447, 1.25233, 0.96285, 0.23344, 505.83784, 3.84019
1148, 59.00000, 5.88264, 0.19053, 3.79661, 1.37439, 0.19188, 0.09664, 0.03390, 1.26880, 1.09817, 0.45418, 1158.96610, 3.87656
1149, 89.00000, 6.47573, 0.19425, 3.31461, 1.16381, 0.20329, 0.12174, 0.02247, 1.31232, 0.82921, 0.30007, 1227.86517, 3.61076
1150, 1302.00000, 10.34651, 0.23142, 2.59063, 1.08685, 0.07787, 0.08274, 0.45545, 1.30805, 1.12456, 0.33994, 470.31183, 3.55220
1151, 308.00000, 8.26679, 0.15667, 3.77273, 1.10682, 0.15657, 0.10632, 0.11039, 1.33251, 0.77612, 0.20032, 945.65584, 3.56288
1152, 149.00000, 7.21917, 0.28538, 2.57047, 1.32162, 0.11972, 0.11063, 0.28188, 1.35048, 0.96564, 0.59964, 723.10738, 3.19999
1153, 76.00000, 6.24793, 0.27948, 2.73684, 1.36985, 0.13543, 0.11262, 0.19737, 1.37344, 1.09598, 0.53357, 818.01316, 3.27190
1154, 24.00000, 4.58496, 0.21759, 3.37500, 1.34528, 0.09204, 0.08898, 0.41667, 1.31059, 0.77028, 0.15251, 555.91667, 3.27429
1155, 182.00000, 7.50779, 0.17773, 3.19231, 1.04133, 0.16498, 0.11746, 0.09341, 1.32107, 0.69134, 0.20545, 996.48352, 3.52724
1156, 72.00000, 6.16993, 0.10777, 3.58333, 0.74588, 0.09734, 0.08417, 0.33333, 1.36531, 0.69212, 0.36136, 587.93056, 3.25739
1157, 22.00000, 4.45943, 0.10348, 4.27273, 0.88273, 0.25285, 0.14865, 0.04545, 1.25331, 0.84547, 0.28308, 1527.22727, 3.83025
1158, 64.00000, 6.00000, 0.16812, 3.64062, 1.11792, 0.14770, 0.11364, 0.15625, 1.34515, 1.02827, 0.40864, 892.09375, 3.54678
1159, 121.00000, 6.91886, 0.22853, 2.56198, 1.07155, 0.16487, 0.11340, 0.07438, 1.37285, 0.85163, 0.19910, 995.80992, 3.27197
1160, 107.00000, 6.74147, 0.14908, 3.07477, 0.88702, 0.12834, 0.10787, 0.22430, 1.37531, 0.63088, 0.14279, 775.15888, 3.25528
1161, 95.00000, 6.56986, 0.15100, 3.96842, 1.13412, 0.14038, 0.12326, 0.21053, 1.25413, 0.76075, 0.23469, 847.90526, 3.74744
1162, 156.00000, 7.28540, 0.09243, 3.55128, 0.65545, 0.14922, 0.10719, 0.08974, 1.23794, 0.53825, 0.10726, 901.28205, 3.89205
1163, 64.00000, 6.00000, 0.10334, 3.64062, 0.76360, 0.13436, 0.10669, 0.15625, 1.40241, 0.70885, 0.20333, 811.53125, 3.20004
1164, 458.00000, 8.83920, 0.15599, 3.44105, 0.99551, 0.09799, 0.09795, 0.36245, 1.30032, 0.71320, 0.05014, 591.87118, 3.65298
1165, 141.00000, 7.13955, 0.15437, 3.57447, 1.02284, 0.16769, 0.12920, 0.12766, 1.31772, 0.63238, 0.22752, 1012.87234, 3.61905
1166, 26.00000, 4.70044, 0.15765, 3.50000, 1.02956, 0.23160, 0.14253, 0.00000, 1.31913, 0.75844, 0.28943, 1398.84615, 3.74709
1167, 70.00000, 6.12928, 0.10417, 3.42857, 0.71366, 0.19211, 0.13856, 0.17143, 1.27223, 0.66672, 0.13954, 1160.35714, 3.81346
1168, 233.00000, 7.86419, 0.11506, 3.44635, 0.77565, 0.13109, 0.10324, 0.18884, 1.34499, 0.49084, 0.09878, 791.81116, 3.51754
1169, 118.00000, 6.88264, 0.24177, 2.77119, 1.21536, 0.11785, 0.09334, 0.22881, 1.33100, 1.19589, 0.43153, 711.79661, 3.37517
1170, 258.00000, 8.01123, 0.11675, 4.01163, 0.87988, 0.11042, 0.08956, 0.22481, 1.25914, 0.64193, 0.17032, 666.93023, 3.84237
1171, 28.00000, 4.80735, 0.10832, 4.32143, 1.02030, 0.13885, 0.10278, 0.17857, 1.35051, 1.11709, 0.67352, 838.64286, 3.33749
1172, 443.00000, 8.79116, 0.17239, 3.51693, 1.11207, 0.11955, 0.10232, 0.26637, 1.33712, 0.72678, 0.21935, 722.06998, 3.43063
1173, 361.00000, 8.49586, 0.15371, 3.24931, 0.93921, 0.10396, 0.09477, 0.31025, 1.36968, 0.59223, 0.15482, 627.91967, 3.28149
1174, 24.00000, 4.58496, 0.18722, 3.12500, 1.11560, 0.14740, 0.13046, 0.12500, 1.28812, 0.72380, 0.43966, 890.29167, 3.68025
1175, 72.00000, 6.16993, 0.11125, 4.20833, 0.93353, 0.09832, 0.09056, 0.29167, 1.36685, 1.10613, 0.60386, 593.83333, 3.36799
1176, 126.00000, 6.97728, 0.11436, 4.14286, 0.90963, 0.18812, 0.10722, 0.00794, 1.26562, 0.83614, 0.23290, 1136.24603, 3.82477
1177, 79.00000, 6.30378, 0.12416, 3.97468, 0.93335, 0.19744, 0.12470, 0.08861, 1.25899, 0.68513, 0.23583, 1192.54430, 3.82729
1178, 36.00000, 5.16993, 0.14859, 3.50000, 1.00000, 0.11823, 0.09229, 0.19444, 1.22922, 0.71048, 0.23869, 714.08333, 3.85017
1179, 234.00000, 7.87036, 0.12781, 3.66239, 0.87974, 0.16490, 0.11500, 0.12821, 1.27801, 0.62323, 0.12625, 996.02564, 3.77393
1180, 37.00000, 5.20945, 0.06749, 4.45946, 0.60528, 0.22923, 0.16171, 0.16216, 1.13051, 0.51445, 0.09757, 1384.54054, 4.18969
1181, 1521.00000, 10.57080, 0.16980, 2.81591, 0.89753, 0.08346, 0.07906, 0.38067, 1.31495, 0.85506, 0.15019, 504.09665, 3.47773
1182, 364.00000, 8.50779, 0.19858, 3.35714, 1.20098, 0.15778, 0.10608, 0.10165, 1.27910, 0.79818, 0.24701, 952.98352, 3.70433
1183, 186.00000, 7.53916, 0.16623, 3.68280, 1.12535, 0.16741, 0.11729, 0.08065, 1.25671, 0.76029, 0.20106, 1011.18280, 3.81431
1184, 278.00000, 8.11894, 0.17815, 3.33813, 1.07182, 0.13320, 0.10856, 0.18345, 1.36011, 0.75658, 0.18877, 804.51079, 3.32609
1185, 90.00000, 6.49185, 0.19478, 3.64444, 1.30953, 0.11852, 0.11315, 0.27778, 1.32717, 0.99171, 0.41616, 715.83333, 3.42056
1186, 206.00000, 7.68650, 0.09266, 4.29612, 0.78067, 0.12096, 0.11338, 0.31068, 1.32865, 0.96480, 0.19162, 730.60194, 3.55624
1187, 31.00000, 4.95420, 0.11613, 3.38710, 0.76059, 0.18781, 0.10660, 0.06452, 1.35125, 0.52224, 0.12188, 1134.38710, 3.57839
1188, 31.00000, 4.95420, 0.11303, 4.16129, 0.96943, 0.28224, 0.12319, 0.00000, 1.20987, 0.64666, 0.16497, 1704.74194, 4.01402
1189, 25.00000, 4.64386, 0.10723, 3.76000, 0.77889, 0.14213, 0.11474, 0.28000, 1.25431, 0.62840, 0.29260, 858.48000, 3.89130
1190, 27.00000, 4.75489, 0.09038, 4.03704, 0.70610, 0.20354, 0.14464, 0.03704, 1.31279, 0.63877, 0.13209, 1229.40741, 3.64237
1191, 105.00000, 6.71425, 0.09773, 4.29524, 0.81952, 0.09963, 0.09603, 0.38095, 1.22590, 0.63498, 0.05539, 601.74286, 3.95050
1192, 29.00000, 4.85798, 0.09340, 4.37931, 0.94165, 0.16492, 0.12538, 0.10345, 1.24453, 0.79779, 0.43488, 996.13793, 3.97189
1193, 276.00000, 8.10852, 0.22618, 2.78261, 1.13611, 0.14263, 0.09986, 0.12319, 1.36040, 0.92527, 0.34282, 861.50362, 3.37575
1194, 649.00000, 9.34207, 0.15988, 3.32512, 0.98162, 0.10918, 0.09404, 0.25578, 1.32777, 0.62722, 0.15313, 659.42989, 3.48415
1195, 96.00000, 6.58496, 0.12515, 3.71875, 0.89093, 0.11941, 0.10566, 0.23958, 1.37953, 0.84499, 0.40687, 721.22917, 3.20513
1196, 112.00000, 6.80735, 0.09341, 3.88393, 0.71968, 0.18699, 0.12738, 0.09821, 1.23264, 0.51744, 0.09970, 1129.43750, 3.95692
1197, 24.00000, 4.58496, 0.12083, 4.16667, 1.04950, 0.18127, 0.12439, 0.08333, 1.19511, 0.60334, 0.39232, 1094.87500, 3.97608
1198, 102.00000, 6.67243, 0.21860, 3.65686, 1.50573, 0.14983, 0.12657, 0.20588, 1.34883, 1.28934, 0.70118, 904.98039, 3.38543
1199, 179.00000, 7.48382, 0.14939, 3.63128, 1.02130, 0.16594, 0.10137, 0.05028, 1.27946, 0.71138, 0.24945, 1002.25140, 3.72474
1200, 39.00000, 5.28540, 0.14831, 3.56410, 1.02070, 0.13034, 0.11675, 0.10256, 1.36286, 0.89969, 0.48199, 787.23077, 3.39638
1201, 66.00000, 6.04439, 0.17874, 3.57576, 1.16435, 0.18539, 0.12135, 0.04545, 1.36321, 0.72910, 0.24847, 1119.77273, 3.48742
1202, 520.00000, 9.02237, 0.16824, 3.53654, 1.10115, 0.14188, 0.09517, 0.11346, 1.30783, 0.73233, 0.21881, 856.97115, 3.60488
1203, 741.00000, 9.53333, 0.12441, 3.70715, 0.87414, 0.10550, 0.08883, 0.23887, 1.33375, 0.55095, 0.14793, 637.19568, 3.50060
1204, 136.00000, 7.08746, 0.14579, 3.48529, 0.95052, 0.15288, 0.11515, 0.12500, 1.36617, 0.63951, 0.23970, 923.36765, 3.35349
1205, 85.00000, 6.40939, 0.11456, 3.94118, 0.83599, 0.10873, 0.10107, 0.25882, 1.27891, 0.66094, 0.17275, 656.74118, 3.73902
1206, 141.00000, 7.13955, 0.20593, 3.56028, 1.32756, 0.14678, 0.11105, 0.14894, 1.37302, 0.97111, 0.40802, 886.52482, 3.27139
1207, 618.00000, 9.27146, 0.24358, 2.39482, 1.06031, 0.11114, 0.09534, 0.26052, 1.35410, 1.02114, 0.80064, 671.27508, 3.23738
