iid, gini, variation, num_ratings, rating_avg, rating_std, phi, avg_phi, entropy, entropy_of_consumed_sum, entropy_of_consumed_avg, proportion_long_tailors
492, 0.12054, 0.23022, 335.00000, 3.71940, 0.85756, 0.14284, 0.00043, 1.23323, 0.14284, 0.00043, 0.42090
493, 0.14600, 0.27396, 298.00000, 3.60738, 0.98996, 0.11758, 0.00039, 1.35620, 0.11758, 0.00039, 0.42953
494, 0.14419, 0.27418, 416.00000, 3.34615, 0.91856, 0.19022, 0.00046, 1.29087, 0.19022, 0.00046, 0.45192
495, 0.17136, 0.31588, 42.00000, 3.38095, 1.08093, 0.02402, 0.00057, 1.40741, 0.02402, 0.00057, 0.35714
496, 0.23030, 0.40979, 37.00000, 3.21622, 1.33615, 0.01722, 0.00047, 1.58133, 0.01722, 0.00047, 0.51351
497, 0.11514, 0.21989, 667.00000, 4.00000, 0.88021, 0.24700, 0.00037, 1.22227, 0.24700, 0.00037, 0.40780
498, 0.19594, 0.35625, 47.00000, 2.74468, 0.98837, 0.02493, 0.00053, 1.32774, 0.02493, 0.00053, 0.48936
499, 0.16629, 0.31566, 49.00000, 2.75510, 0.87870, 0.03329, 0.00068, 1.26357, 0.03329, 0.00068, 0.55102
500, 0.15498, 0.28820, 838.00000, 3.42005, 0.98625, 0.33983, 0.00041, 1.37347, 0.33983, 0.00041, 0.45465
501, 0.17696, 0.32159, 94.00000, 3.60638, 1.16599, 0.04725, 0.00050, 1.46001, 0.04725, 0.00050, 0.45745
502, 0.25858, 0.48282, 155.00000, 1.93548, 0.93751, 0.08055, 0.00052, 1.23852, 0.08055, 0.00052, 0.49677
503, 0.14744, 0.26842, 13.00000, 3.69231, 1.03155, 0.00849, 0.00065, 1.33224, 0.00849, 0.00065, 0.38462
504, 0.19847, 0.36017, 178.00000, 2.95506, 1.06734, 0.09022, 0.00051, 1.46150, 0.09022, 0.00051, 0.49438
505, 0.21857, 0.40188, 69.00000, 2.49275, 1.00912, 0.04502, 0.00065, 1.39087, 0.04502, 0.00065, 0.40580
506, 0.18615, 0.33773, 114.00000, 3.49123, 1.18430, 0.06036, 0.00053, 1.50212, 0.06036, 0.00053, 0.42982
507, 0.13886, 0.26023, 308.00000, 3.52273, 0.91822, 0.15432, 0.00050, 1.31000, 0.15432, 0.00050, 0.47403
508, 0.12279, 0.23168, 561.00000, 3.89483, 0.90316, 0.24402, 0.00043, 1.26402, 0.24402, 0.00043, 0.45989
509, 0.16442, 0.30578, 608.00000, 3.67434, 1.12448, 0.24091, 0.00040, 1.43130, 0.24091, 0.00040, 0.42434
510, 0.21759, 0.39616, 42.00000, 2.40476, 0.96423, 0.02639, 0.00063, 1.30904, 0.02639, 0.00063, 0.47619
511, 0.19344, 0.35075, 152.00000, 3.10526, 1.09277, 0.07303, 0.00048, 1.47837, 0.07303, 0.00048, 0.51316
512, 0.21249, 0.38436, 179.00000, 2.87151, 1.10678, 0.08406, 0.00047, 1.48725, 0.08406, 0.00047, 0.45810
513, 0.16654, 0.30600, 67.00000, 3.11940, 0.96173, 0.04285, 0.00064, 1.34730, 0.04285, 0.00064, 0.44776
514, 0.14123, 0.26284, 346.00000, 3.53179, 0.92963, 0.16105, 0.00047, 1.32106, 0.16105, 0.00047, 0.47688
515, 0.12869, 0.24303, 450.00000, 3.91778, 0.95320, 0.17293, 0.00038, 1.29348, 0.17293, 0.00038, 0.44222
516, 0.18923, 0.34822, 248.00000, 2.87097, 1.00176, 0.13052, 0.00053, 1.40379, 0.13052, 0.00053, 0.49194
517, 0.15997, 0.29678, 382.00000, 3.17539, 0.94362, 0.18106, 0.00047, 1.34988, 0.18106, 0.00047, 0.48168
518, 0.23758, 0.43095, 149.00000, 2.45638, 1.06214, 0.09195, 0.00062, 1.43057, 0.09195, 0.00062, 0.46980
519, 0.25836, 0.48276, 202.00000, 1.94059, 0.93916, 0.10299, 0.00051, 1.24804, 0.10299, 0.00051, 0.51485
520, 0.22192, 0.39778, 374.00000, 2.93048, 1.16724, 0.18608, 0.00050, 1.52763, 0.18608, 0.00050, 0.51337
521, 0.15398, 0.28950, 117.00000, 3.36752, 0.97908, 0.07388, 0.00063, 1.34636, 0.07388, 0.00063, 0.48718
522, 0.15215, 0.28274, 83.00000, 3.56627, 1.01444, 0.04446, 0.00054, 1.38233, 0.04446, 0.00054, 0.48193
523, 0.13835, 0.25813, 117.00000, 3.65812, 0.94834, 0.05298, 0.00045, 1.32528, 0.05298, 0.00045, 0.43590
524, 0.14462, 0.26852, 476.00000, 3.61555, 0.97186, 0.17761, 0.00037, 1.35456, 0.17761, 0.00037, 0.55042
525, 0.20611, 0.36984, 21.00000, 3.19048, 1.20909, 0.01350, 0.00064, 1.53365, 0.01350, 0.00064, 0.61905
526, 0.25000, 0.44721, 8.00000, 2.50000, 1.19523, 0.00632, 0.00079, 1.38629, 0.00632, 0.00079, 0.50000
527, 0.07747, 0.16932, 2304.00000, 4.51042, 0.76386, 0.57866, 0.00025, 0.93163, 0.57866, 0.00025, 0.47873
528, 0.23280, 0.42858, 68.00000, 2.51471, 1.08576, 0.03792, 0.00056, 1.43725, 0.03792, 0.00056, 0.52941
529, 0.10810, 0.20433, 720.00000, 3.97778, 0.81335, 0.26756, 0.00037, 1.17403, 0.26756, 0.00037, 0.46111
530, 0.07143, 0.14286, 2.00000, 3.50000, 0.70711, 0.00235, 0.00118, 0.69315, 0.00235, 0.00118, 0.00000
531, 0.13648, 0.25490, 338.00000, 3.76923, 0.96219, 0.12428, 0.00037, 1.32522, 0.12428, 0.00037, 0.43491
532, 0.22396, 0.40053, 389.00000, 3.04884, 1.22271, 0.18518, 0.00048, 1.55065, 0.18518, 0.00048, 0.43188
533, 0.19972, 0.36453, 203.00000, 2.73399, 0.99910, 0.11051, 0.00054, 1.39374, 0.11051, 0.00054, 0.45813
534, 0.12997, 0.24534, 286.00000, 3.83566, 0.94270, 0.11485, 0.00040, 1.29842, 0.11485, 0.00040, 0.41259
535, 0.13810, 0.25844, 301.00000, 3.81728, 0.98818, 0.13752, 0.00046, 1.33792, 0.13752, 0.00046, 0.43522
536, 0.17868, 0.33432, 55.00000, 3.16364, 1.06742, 0.03844, 0.00070, 1.37686, 0.03844, 0.00070, 0.40000
537, 0.16973, 0.31521, 207.00000, 3.07729, 0.97234, 0.10366, 0.00050, 1.37228, 0.10366, 0.00050, 0.40097
538, 0.12340, 0.22934, 315.00000, 3.82222, 0.87798, 0.13982, 0.00044, 1.25533, 0.13982, 0.00044, 0.43492
539, 0.13700, 0.25511, 986.00000, 3.76065, 0.95986, 0.36236, 0.00037, 1.33025, 0.36236, 0.00037, 0.46045
540, 0.22589, 0.42302, 169.00000, 2.21893, 0.94144, 0.10227, 0.00061, 1.30951, 0.10227, 0.00061, 0.43787
541, 0.10367, 0.20471, 1800.00000, 4.27333, 0.87505, 0.52050, 0.00029, 1.13482, 0.52050, 0.00029, 0.44944
542, 0.23598, 0.42580, 206.00000, 2.67476, 1.14169, 0.11272, 0.00055, 1.46233, 0.11272, 0.00055, 0.50000
543, 0.16470, 0.30348, 682.00000, 3.38416, 1.02777, 0.28528, 0.00042, 1.41345, 0.28528, 0.00042, 0.47654
544, 0.18591, 0.34227, 129.00000, 2.64341, 0.90828, 0.07473, 0.00058, 1.30515, 0.07473, 0.00058, 0.44186
545, 0.00000, 0.00000, 1.00000, 2.00000, 0.00000, 0.00009, 0.00009, 0.00000, 0.00009, 0.00009, 1.00000
546, 0.28417, 0.55628, 350.00000, 1.87429, 1.04411, 0.15938, 0.00046, 1.25849, 0.15938, 0.00046, 0.49143
547, 0.19678, 0.35726, 124.00000, 2.87903, 1.03274, 0.06630, 0.00053, 1.41527, 0.06630, 0.00053, 0.46774
548, 0.19857, 0.36422, 137.00000, 2.54745, 0.93125, 0.08095, 0.00059, 1.32509, 0.08095, 0.00059, 0.50365
549, 0.15087, 0.28096, 157.00000, 3.82166, 1.07717, 0.06115, 0.00039, 1.38676, 0.06115, 0.00039, 0.41401
550, 0.19937, 0.36256, 178.00000, 3.01685, 1.09686, 0.08754, 0.00049, 1.47660, 0.08754, 0.00049, 0.44382
551, 0.15499, 0.28772, 996.00000, 3.71787, 1.07026, 0.35100, 0.00035, 1.40416, 0.35100, 0.00035, 0.49699
552, 0.16586, 0.30674, 529.00000, 3.24008, 0.99479, 0.22743, 0.00043, 1.39043, 0.22743, 0.00043, 0.47637
553, 0.14333, 0.27007, 553.00000, 3.87342, 1.04703, 0.23257, 0.00042, 1.34971, 0.23257, 0.00042, 0.43942
554, 0.19344, 0.35294, 26.00000, 2.61538, 0.94136, 0.01361, 0.00052, 1.30067, 0.01361, 0.00052, 0.50000
555, 0.13030, 0.24542, 658.00000, 3.92857, 0.96486, 0.25871, 0.00039, 1.29656, 0.25871, 0.00039, 0.45137
556, 0.09137, 0.18089, 132.00000, 4.22727, 0.76758, 0.05290, 0.00040, 1.06951, 0.05290, 0.00040, 0.46212
557, 0.05556, 0.11111, 2.00000, 4.50000, 0.70711, 0.00060, 0.00030, 0.69315, 0.00060, 0.00030, 0.50000
558, 0.22624, 0.40784, 135.00000, 2.70370, 1.10679, 0.05496, 0.00041, 1.46421, 0.05496, 0.00041, 0.51111
559, 0.32000, 0.59628, 5.00000, 3.00000, 2.00000, 0.00260, 0.00052, 1.05492, 0.00260, 0.00052, 0.80000
560, 0.06466, 0.13355, 8.00000, 3.62500, 0.51755, 0.00255, 0.00032, 0.66156, 0.00255, 0.00032, 0.50000
561, 0.13748, 0.25532, 13.00000, 3.61538, 0.96077, 0.01136, 0.00087, 1.27118, 0.01136, 0.00087, 0.30769
562, 0.14469, 0.27314, 478.00000, 3.79916, 1.03879, 0.19675, 0.00041, 1.36021, 0.19675, 0.00041, 0.43096
563, 0.15401, 0.29091, 17.00000, 3.23529, 0.97014, 0.00804, 0.00047, 1.31802, 0.00804, 0.00047, 0.35294
564, 0.22832, 0.42008, 45.00000, 2.26667, 0.96295, 0.02874, 0.00064, 1.30118, 0.02874, 0.00064, 0.62222
565, 0.18951, 0.34444, 61.00000, 3.13115, 1.08743, 0.03523, 0.00058, 1.45887, 0.03523, 0.00058, 0.39344
566, 0.16599, 0.31359, 13.00000, 2.92308, 0.95407, 0.00866, 0.00067, 1.22028, 0.00866, 0.00067, 0.30769
567, 0.18000, 0.32985, 14.00000, 3.57143, 1.22250, 0.00708, 0.00051, 1.43276, 0.00708, 0.00051, 0.28571
568, 0.11471, 0.23307, 35.00000, 3.85714, 0.91210, 0.01489, 0.00043, 1.18479, 0.01489, 0.00043, 0.45714
569, 0.17184, 0.31744, 100.00000, 2.93000, 0.93479, 0.05160, 0.00052, 1.30672, 0.05160, 0.00052, 0.48000
570, 0.21622, 0.38838, 23.00000, 3.21739, 1.27766, 0.01008, 0.00044, 1.54816, 0.01008, 0.00044, 0.65217
571, 0.13259, 0.24481, 34.00000, 3.58824, 0.89163, 0.01978, 0.00058, 1.26412, 0.01978, 0.00058, 0.50000
572, 0.33333, 0.66667, 2.00000, 3.00000, 2.82843, 0.00141, 0.00070, 0.69315, 0.00141, 0.00070, 0.50000
573, 0.16216, 0.29852, 21.00000, 3.52381, 1.07792, 0.00706, 0.00034, 1.41718, 0.00706, 0.00034, 0.28571
574, 0.16199, 0.30019, 175.00000, 3.44571, 1.03733, 0.08725, 0.00050, 1.40706, 0.08725, 0.00050, 0.33143
575, 0.22448, 0.40473, 107.00000, 2.82243, 1.14771, 0.05722, 0.00053, 1.51110, 0.05722, 0.00053, 0.42991
576, 0.00000, 0.00000, 1.00000, 3.00000, 0.00000, 0.00038, 0.00038, 0.00000, 0.00038, 0.00038, 0.00000
577, 0.19119, 0.35221, 55.00000, 2.96364, 1.05345, 0.02770, 0.00050, 1.36579, 0.02770, 0.00050, 0.36364
578, 0.05556, 0.11111, 2.00000, 4.50000, 0.70711, 0.00111, 0.00056, 0.69315, 0.00111, 0.00056, 0.00000
579, 0.00000, 0.00000, 1.00000, 2.00000, 0.00000, 0.00071, 0.00071, 0.00000, 0.00071, 0.00071, 1.00000
580, 0.17180, 0.31673, 62.00000, 3.24194, 1.03521, 0.03599, 0.00058, 1.40699, 0.03599, 0.00058, 0.29032
581, 0.11141, 0.21875, 141.00000, 4.04965, 0.88903, 0.06441, 0.00046, 1.19359, 0.06441, 0.00046, 0.43972
582, 0.00000, 0.00000, 2.00000, 3.00000, 0.00000, 0.00106, 0.00053, 0.00000, 0.00106, 0.00053, 0.50000
583, 0.17164, 0.31714, 28.00000, 3.67857, 1.18801, 0.00979, 0.00035, 1.44633, 0.00979, 0.00035, 0.50000
584, 0.00000, 0.00000, 1.00000, 4.00000, 0.00000, 0.00231, 0.00231, 0.00000, 0.00231, 0.00231, 0.00000
585, 0.20746, 0.37753, 418.00000, 2.90670, 1.09868, 0.19584, 0.00047, 1.46027, 0.19584, 0.00047, 0.45455
586, 0.18857, 0.34526, 675.00000, 3.13481, 1.08314, 0.29354, 0.00043, 1.45370, 0.29354, 0.00043, 0.45037
587, 0.16291, 0.30052, 1124.00000, 3.49644, 1.05122, 0.42327, 0.00038, 1.42091, 0.42327, 0.00038, 0.43772
588, 0.13408, 0.25223, 1351.00000, 3.78830, 0.95586, 0.44035, 0.00033, 1.31698, 0.44035, 0.00033, 0.45374
589, 0.11606, 0.22290, 2649.00000, 4.05851, 0.90482, 0.67560, 0.00026, 1.22563, 0.67560, 0.00026, 0.48056
590, 0.13888, 0.26043, 1451.00000, 3.91523, 1.02000, 0.48481, 0.00033, 1.33719, 0.48481, 0.00033, 0.45141
591, 0.25000, 0.50000, 2.00000, 2.00000, 1.41421, 0.00143, 0.00072, 0.69315, 0.00143, 0.00072, 0.00000
592, 0.14685, 0.27282, 1431.00000, 3.60098, 0.98277, 0.51321, 0.00036, 1.36313, 0.51321, 0.00036, 0.44165
593, 0.09286, 0.19104, 2578.00000, 4.35182, 0.83154, 0.65600, 0.00025, 1.05957, 0.65600, 0.00025, 0.45462
594, 0.13201, 0.24762, 763.00000, 3.84535, 0.95279, 0.29080, 0.00038, 1.30536, 0.29080, 0.00038, 0.46134
595, 0.14142, 0.26467, 1060.00000, 3.88585, 1.02894, 0.36722, 0.00035, 1.34820, 0.36722, 0.00035, 0.46792
596, 0.13509, 0.25261, 498.00000, 3.75100, 0.94850, 0.21277, 0.00043, 1.31795, 0.21277, 0.00043, 0.45984
597, 0.15465, 0.28676, 1046.00000, 3.64149, 1.04472, 0.38765, 0.00037, 1.40063, 0.38765, 0.00037, 0.43690
598, 0.10294, 0.19510, 8.00000, 4.25000, 0.88641, 0.00286, 0.00036, 1.03972, 0.00286, 0.00036, 0.62500
599, 0.11669, 0.22787, 264.00000, 4.08712, 0.93312, 0.11949, 0.00045, 1.22285, 0.11949, 0.00045, 0.43561
600, 0.20000, 0.36515, 30.00000, 3.00000, 1.11417, 0.02429, 0.00081, 1.38450, 0.02429, 0.00081, 0.46667
601, 0.00000, 0.00000, 1.00000, 3.00000, 0.00000, 0.00071, 0.00071, 0.00000, 0.00071, 0.00071, 1.00000
602, 0.12152, 0.23476, 41.00000, 4.12195, 0.97967, 0.01649, 0.00040, 1.22561, 0.01649, 0.00040, 0.41463
603, 0.18807, 0.34464, 58.00000, 3.00000, 1.04294, 0.03278, 0.00057, 1.43157, 0.03278, 0.00057, 0.44828
604, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
605, 0.14458, 0.26980, 226.00000, 3.31416, 0.89615, 0.10044, 0.00044, 1.29980, 0.10044, 0.00044, 0.43363
606, 0.25432, 0.46648, 93.00000, 2.22581, 1.04392, 0.04965, 0.00053, 1.38340, 0.04965, 0.00053, 0.53763
607, 0.25000, 0.50000, 2.00000, 2.00000, 1.41421, 0.00236, 0.00118, 0.69315, 0.00236, 0.00118, 0.00000
608, 0.11037, 0.22314, 2513.00000, 4.25468, 0.94957, 0.65587, 0.00026, 1.16084, 0.65587, 0.00026, 0.46439
609, 0.19339, 0.35655, 67.00000, 2.77612, 0.99728, 0.03303, 0.00049, 1.30453, 0.03303, 0.00049, 0.44776
610, 0.16581, 0.30243, 618.00000, 3.54693, 1.07358, 0.23359, 0.00038, 1.43542, 0.23359, 0.00038, 0.42880
611, 0.28542, 0.51330, 216.00000, 2.47222, 1.27194, 0.09173, 0.00042, 1.51010, 0.09173, 0.00042, 0.50463
612, 0.20893, 0.38302, 79.00000, 2.40506, 0.92707, 0.04415, 0.00056, 1.29678, 0.04415, 0.00056, 0.48101
613, 0.13423, 0.25609, 82.00000, 3.63415, 0.93640, 0.03872, 0.00047, 1.29318, 0.03872, 0.00047, 0.45122
614, 0.15741, 0.30619, 9.00000, 2.66667, 0.86603, 0.00800, 0.00089, 1.14906, 0.00800, 0.00089, 0.44444
615, 0.11764, 0.23174, 67.00000, 4.04478, 0.94441, 0.01945, 0.00029, 1.22035, 0.01945, 0.00029, 0.46269
616, 0.16587, 0.30750, 278.00000, 3.35252, 1.03277, 0.12485, 0.00045, 1.40627, 0.12485, 0.00045, 0.47482
617, 0.15370, 0.28122, 17.00000, 3.64706, 1.05719, 0.01092, 0.00064, 1.28317, 0.01092, 0.00064, 0.52941
618, 0.31579, 0.60925, 9.00000, 2.11111, 1.36423, 0.00481, 0.00053, 1.27303, 0.00481, 0.00053, 0.33333
619, 0.21273, 0.38384, 32.00000, 2.59375, 1.01153, 0.01781, 0.00056, 1.34948, 0.01781, 0.00056, 0.62500
620, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
621, 0.13431, 0.25123, 42.00000, 3.71429, 0.94445, 0.02789, 0.00066, 1.29792, 0.02789, 0.00066, 0.40476
622, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
623, 0.14815, 0.27217, 3.00000, 3.00000, 1.00000, 0.00166, 0.00055, 1.09861, 0.00166, 0.00055, 0.66667
624, 0.00000, 0.00000, 1.00000, 4.00000, 0.00000, 0.00003, 0.00003, 0.00000, 0.00003, 0.00003, 0.00000
625, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
626, 0.28397, 0.51374, 19.00000, 2.26316, 1.19453, 0.01349, 0.00071, 1.35197, 0.01349, 0.00071, 0.36842
627, 0.15236, 0.27976, 121.00000, 3.60331, 1.01225, 0.07050, 0.00058, 1.38874, 0.07050, 0.00058, 0.47107
628, 0.11250, 0.21322, 485.00000, 3.89691, 0.83176, 0.20914, 0.00043, 1.20234, 0.20914, 0.00043, 0.44330
629, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
630, 0.21429, 0.39370, 7.00000, 2.85714, 1.21499, 0.00623, 0.00089, 1.27703, 0.00623, 0.00089, 0.71429
631, 0.29744, 0.55935, 75.00000, 2.08000, 1.17128, 0.03827, 0.00051, 1.38230, 0.03827, 0.00051, 0.52000
632, 0.13609, 0.25944, 13.00000, 4.00000, 1.08012, 0.00770, 0.00059, 1.22028, 0.00770, 0.00059, 0.30769
633, 0.13750, 0.25459, 20.00000, 3.60000, 0.94032, 0.01037, 0.00052, 1.27504, 0.01037, 0.00052, 0.45000
634, 0.26667, 0.56569, 3.00000, 1.66667, 1.15470, 0.00155, 0.00052, 0.63651, 0.00155, 0.00052, 1.00000
635, 0.10976, 0.20881, 77.00000, 3.62338, 0.76156, 0.04109, 0.00053, 1.09612, 0.04109, 0.00053, 0.44156
636, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
637, 0.24209, 0.43430, 140.00000, 2.54286, 1.10832, 0.07764, 0.00055, 1.45063, 0.07764, 0.00055, 0.47143
638, 0.16911, 0.31277, 19.00000, 3.21053, 1.03166, 0.01293, 0.00068, 1.35350, 0.01293, 0.00068, 0.57895
639, 0.22637, 0.40719, 78.00000, 2.61538, 1.07184, 0.04204, 0.00054, 1.41215, 0.04204, 0.00054, 0.38462
640, 0.19036, 0.35353, 71.00000, 2.67606, 0.95281, 0.04829, 0.00068, 1.34693, 0.04829, 0.00068, 0.47887
641, 0.00000, 0.00000, 1.00000, 1.00000, 0.00000, 0.00047, 0.00047, 0.00000, 0.00047, 0.00047, 1.00000
642, 0.00000, 0.00000, 1.00000, 2.00000, 0.00000, 0.00007, 0.00007, 0.00000, 0.00007, 0.00007, 0.00000
643, 0.22222, 0.40825, 3.00000, 2.00000, 1.00000, 0.00090, 0.00030, 1.09861, 0.00090, 0.00030, 0.66667
644, 0.00000, 0.00000, 1.00000, 2.00000, 0.00000, 0.00071, 0.00071, 0.00000, 0.00071, 0.00071, 1.00000
645, 0.11806, 0.22222, 20.00000, 3.60000, 0.82078, 0.00783, 0.00039, 1.16112, 0.00783, 0.00039, 0.60000
646, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
647, 0.12058, 0.23095, 441.00000, 3.55329, 0.82158, 0.20146, 0.00046, 1.20185, 0.20146, 0.00046, 0.46259
648, 0.15354, 0.28453, 1527.00000, 3.43287, 0.97709, 0.49601, 0.00032, 1.37058, 0.49601, 0.00032, 0.47544
649, 0.10354, 0.19288, 16.00000, 4.18750, 0.83417, 0.00743, 0.00046, 1.07173, 0.00743, 0.00046, 0.31250
650, 0.14349, 0.26995, 89.00000, 3.47191, 0.94255, 0.04667, 0.00052, 1.32306, 0.04667, 0.00052, 0.39326
651, 0.00000, 0.00000, 1.00000, 2.00000, 0.00000, 0.00071, 0.00071, 0.00000, 0.00071, 0.00071, 1.00000
652, 0.13675, 0.25512, 9.00000, 2.88889, 0.78174, 0.00658, 0.00073, 1.06086, 0.00658, 0.00073, 0.55556
653, 0.16245, 0.30308, 612.00000, 3.22549, 0.97839, 0.23840, 0.00039, 1.36583, 0.23840, 0.00039, 0.44118
654, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
655, 0.00000, 0.00000, 1.00000, 1.00000, 0.00000, 0.00004, 0.00004, 0.00000, 0.00004, 0.00004, 1.00000
656, 0.24000, 0.43081, 39.00000, 2.56410, 1.11909, 0.02489, 0.00064, 1.45780, 0.02489, 0.00064, 0.43590
657, 0.00000, 0.00000, 2.00000, 3.00000, 0.00000, 0.00023, 0.00011, 0.00000, 0.00023, 0.00011, 0.50000
658, 0.00000, 0.00000, 1.00000, 3.00000, 0.00000, 0.00027, 0.00027, 0.00000, 0.00027, 0.00027, 0.00000
659, 0.16946, 0.30903, 25.00000, 3.72000, 1.17331, 0.01691, 0.00068, 1.44674, 0.01691, 0.00068, 0.48000
660, 0.16667, 0.33333, 2.00000, 1.50000, 0.70711, 0.00302, 0.00151, 0.69315, 0.00302, 0.00151, 0.50000
661, 0.15927, 0.29504, 525.00000, 3.46476, 1.02320, 0.19124, 0.00036, 1.40027, 0.19124, 0.00036, 0.49714
662, 0.17920, 0.32976, 128.00000, 2.98438, 0.98799, 0.07913, 0.00062, 1.37109, 0.07913, 0.00062, 0.46094
663, 0.17629, 0.32232, 264.00000, 3.41667, 1.10334, 0.12598, 0.00048, 1.46375, 0.12598, 0.00048, 0.48106
664, 0.12500, 0.23570, 8.00000, 3.00000, 0.75593, 0.00758, 0.00095, 1.03972, 0.00758, 0.00095, 0.12500
665, 0.17545, 0.31984, 35.00000, 3.65714, 1.18676, 0.01564, 0.00045, 1.42640, 0.01564, 0.00045, 0.54286
666, 0.20000, 0.37417, 3.00000, 3.33333, 1.52753, 0.00318, 0.00106, 1.09861, 0.00318, 0.00106, 0.66667
667, 0.27083, 0.51455, 47.00000, 2.04255, 1.06235, 0.02267, 0.00048, 1.31847, 0.02267, 0.00048, 0.38298
668, 0.09641, 0.20767, 47.00000, 4.40426, 0.92453, 0.01814, 0.00039, 1.04003, 0.01814, 0.00039, 0.44681
669, 0.13225, 0.27951, 23.00000, 4.17391, 1.19286, 0.01122, 0.00049, 1.12624, 0.01122, 0.00049, 0.52174
670, 0.09984, 0.22984, 56.00000, 4.41071, 1.02295, 0.02162, 0.00039, 0.96835, 0.02162, 0.00039, 0.41071
671, 0.16413, 0.30681, 456.00000, 3.67982, 1.13026, 0.16665, 0.00037, 1.42450, 0.16665, 0.00037, 0.44956
672, 0.00000, 0.00000, 2.00000, 2.00000, 0.00000, 0.00132, 0.00066, 0.00000, 0.00132, 0.00066, 1.00000
673, 0.21180, 0.38763, 563.00000, 2.61989, 1.01646, 0.21957, 0.00039, 1.39996, 0.21957, 0.00039, 0.49201
674, 0.21657, 0.38854, 386.00000, 3.01554, 1.17319, 0.16858, 0.00044, 1.53200, 0.16858, 0.00044, 0.39119
675, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
676, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
677, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
678, 0.10200, 0.20002, 306.00000, 4.24510, 0.85049, 0.10563, 0.00035, 1.13242, 0.10563, 0.00035, 0.44771
679, 0.07143, 0.14286, 2.00000, 3.50000, 0.70711, 0.00252, 0.00126, 0.69315, 0.00252, 0.00126, 0.00000
680, 0.18975, 0.34654, 64.00000, 3.35938, 1.17334, 0.03352, 0.00052, 1.47762, 0.03352, 0.00052, 0.40625
681, 0.13559, 0.25367, 15.00000, 3.93333, 1.03280, 0.00956, 0.00064, 1.27003, 0.00956, 0.00064, 0.53333
682, 0.21429, 0.42857, 4.00000, 3.50000, 1.73205, 0.00250, 0.00062, 1.03972, 0.00250, 0.00062, 0.50000
683, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
684, 0.00000, 0.00000, 1.00000, 1.00000, 0.00000, 0.00002, 0.00002, 0.00000, 0.00002, 0.00002, 1.00000
685, 0.17340, 0.31443, 30.00000, 3.30000, 1.05536, 0.01386, 0.00046, 1.43131, 0.01386, 0.00046, 0.50000
686, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
687, 0.22222, 0.47140, 3.00000, 3.00000, 1.73205, 0.00239, 0.00080, 0.63651, 0.00239, 0.00080, 1.00000
688, 0.23559, 0.42838, 213.00000, 2.27700, 0.97772, 0.09493, 0.00045, 1.33273, 0.09493, 0.00045, 0.42254
689, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
690, 0.25000, 0.50000, 2.00000, 2.00000, 1.41421, 0.00043, 0.00022, 0.69315, 0.00043, 0.00022, 0.50000
691, 0.19702, 0.35542, 121.00000, 3.09917, 1.10608, 0.05381, 0.00044, 1.48832, 0.05381, 0.00044, 0.36364
692, 0.27586, 0.50901, 106.00000, 2.11321, 1.08075, 0.05352, 0.00050, 1.36899, 0.05352, 0.00050, 0.48113
693, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
694, 0.20737, 0.37704, 141.00000, 2.64539, 1.00096, 0.07744, 0.00055, 1.38385, 0.07744, 0.00055, 0.48936
695, 0.15561, 0.29137, 135.00000, 3.17778, 0.92934, 0.06749, 0.00050, 1.31513, 0.06749, 0.00050, 0.41481
