uid, num_ratings, log_num_ratings, gini, rating_avg, rating_std, phi_avg, phi_std, proportion_long_tailors, avg_entropy, abnormality, abnormality_CR, itens_avg_num_ratings, avg_rating_from_itens_consumed
173, 43.00000, 5.42626, 0.09611, 4.20930, 0.83261, 0.17968, 0.13622, 0.20930, 1.41568, 0.95943, 0.45013, 169.44186, 3.30760
174, 177.00000, 7.46761, 0.23429, 3.58192, 1.57585, 0.14758, 0.12133, 0.29379, 1.35103, 1.16376, 0.44173, 139.16384, 3.29298
175, 38.00000, 5.24793, 0.16123, 3.73684, 1.13147, 0.25702, 0.12436, 0.05263, 1.24284, 0.73089, 0.38707, 242.36842, 3.84472
176, 63.00000, 5.97728, 0.15110, 3.69841, 1.04163, 0.21291, 0.15537, 0.19048, 1.36912, 0.83698, 0.37771, 200.77778, 3.50590
177, 115.00000, 6.84549, 0.14406, 3.61739, 0.98749, 0.22898, 0.13117, 0.07826, 1.32621, 0.60139, 0.13913, 215.93043, 3.68273
178, 273.00000, 8.09276, 0.13399, 3.68132, 0.94572, 0.18799, 0.11712, 0.13553, 1.32353, 0.65014, 0.23010, 177.27106, 3.52694
179, 42.00000, 5.39232, 0.28683, 3.04762, 1.59194, 0.15018, 0.13716, 0.30952, 1.34924, 1.27456, 0.38290, 141.61905, 3.42608
180, 63.00000, 5.97728, 0.17102, 3.93651, 1.30598, 0.19319, 0.13059, 0.17460, 1.30890, 1.12330, 0.41049, 182.17460, 3.64416
181, 435.00000, 8.76487, 0.25111, 1.49195, 0.84614, 0.07937, 0.10222, 0.62989, 1.25039, 1.45623, 0.00000, 74.84828, 2.87433
182, 28.00000, 4.80735, 0.12897, 3.85714, 0.93152, 0.28083, 0.14944, 0.00000, 1.28062, 0.78050, 0.22994, 264.82143, 3.79374
183, 53.00000, 5.72792, 0.16992, 3.18868, 1.00109, 0.20623, 0.14100, 0.13208, 1.34784, 0.78642, 0.12826, 194.47170, 3.43315
184, 251.00000, 7.97154, 0.12157, 3.66135, 0.83478, 0.16031, 0.11752, 0.19920, 1.30900, 0.55618, 0.15469, 151.17530, 3.64060
185, 48.00000, 5.58496, 0.07796, 4.04167, 0.71335, 0.22325, 0.14535, 0.10417, 1.24501, 0.56191, 0.24299, 210.52083, 3.86566
186, 92.00000, 6.52356, 0.19683, 3.41304, 1.22387, 0.16988, 0.13626, 0.22826, 1.33485, 1.00411, 0.21291, 160.19565, 3.28539
187, 56.00000, 5.80735, 0.11451, 4.07143, 0.91168, 0.20059, 0.09382, 0.07143, 1.27839, 0.69282, 0.15280, 189.16071, 3.87113
188, 112.00000, 6.80735, 0.14087, 3.76786, 0.97705, 0.21776, 0.12786, 0.07143, 1.29235, 0.72743, 0.18303, 205.34821, 3.63736
189, 187.00000, 7.54689, 0.14190, 3.97861, 1.07242, 0.16374, 0.12321, 0.23529, 1.27528, 0.81247, 0.12571, 154.40642, 3.75897
190, 59.00000, 5.88264, 0.16084, 3.32203, 0.99031, 0.23484, 0.14030, 0.11864, 1.36504, 0.64625, 0.15349, 221.45763, 3.40078
191, 27.00000, 4.75489, 0.11338, 3.62963, 0.79169, 0.19614, 0.14295, 0.22222, 1.33673, 0.52674, 0.04606, 184.96296, 3.62405
192, 35.00000, 5.12928, 0.16678, 3.51429, 1.09468, 0.23233, 0.16592, 0.22857, 1.36914, 0.81977, 0.15102, 219.08571, 3.50304
193, 121.00000, 6.91886, 0.18678, 3.16529, 1.11316, 0.18728, 0.13331, 0.16529, 1.35793, 0.74295, 0.30150, 176.60331, 3.37500
194, 305.00000, 8.25267, 0.18810, 2.96393, 1.02374, 0.16492, 0.11089, 0.16393, 1.30051, 0.80573, 0.35388, 155.51803, 3.55808
195, 96.00000, 6.58496, 0.17042, 3.29167, 1.02512, 0.14077, 0.12288, 0.33333, 1.31187, 0.62551, 0.00000, 132.75000, 3.34991
196, 39.00000, 5.28540, 0.15094, 3.61538, 1.01607, 0.17361, 0.10936, 0.17949, 1.33664, 0.84312, 0.28505, 163.71795, 3.59228
197, 118.00000, 6.88264, 0.20386, 3.33898, 1.22802, 0.19321, 0.12816, 0.14407, 1.33612, 0.87546, 0.42283, 182.19492, 3.44848
198, 181.00000, 7.49985, 0.15757, 3.27624, 0.97236, 0.20231, 0.11796, 0.07735, 1.31895, 0.68998, 0.17249, 190.77901, 3.65849
199, 40.00000, 5.32193, 0.29195, 2.95000, 1.56811, 0.22497, 0.15692, 0.17500, 1.30994, 0.97275, 0.88262, 212.15000, 3.36469
200, 216.00000, 7.75489, 0.11306, 4.03241, 0.85935, 0.17418, 0.12023, 0.20833, 1.34180, 0.85601, 0.32164, 164.25463, 3.37467
201, 386.00000, 8.59246, 0.19087, 3.03109, 1.05391, 0.14208, 0.11515, 0.30829, 1.31102, 0.86821, 0.23346, 133.98446, 3.49800
202, 20.00000, 4.32193, 0.24643, 2.80000, 1.28145, 0.28256, 0.14115, 0.00000, 1.25383, 1.32704, 1.16258, 266.45000, 3.99151
203, 43.00000, 5.42626, 0.16548, 3.41860, 1.05181, 0.25601, 0.16015, 0.06977, 1.36034, 0.76599, 0.18527, 241.41860, 3.46538
204, 42.00000, 5.39232, 0.21429, 3.45238, 1.34713, 0.21242, 0.14923, 0.21429, 1.31990, 0.92201, 0.39414, 200.30952, 3.64418
205, 22.00000, 4.45943, 0.19264, 2.86364, 1.03719, 0.25885, 0.15150, 0.13636, 1.39174, 0.83123, 0.56261, 244.09091, 3.42661
206, 64.00000, 6.00000, 0.34791, 2.17188, 1.46444, 0.11499, 0.14120, 0.56250, 1.30571, 1.42291, 0.97334, 108.43750, 3.19911
207, 230.00000, 7.84549, 0.13510, 3.23043, 0.82744, 0.17586, 0.11656, 0.20000, 1.29366, 0.63442, 0.08021, 165.83478, 3.54355
208, 33.00000, 5.04439, 0.14012, 3.78788, 1.02340, 0.19265, 0.09313, 0.06061, 1.30063, 0.78514, 0.24445, 181.66667, 3.71736
209, 33.00000, 5.04439, 0.21068, 3.18182, 1.23629, 0.20049, 0.18059, 0.36364, 1.32167, 0.92254, 0.29951, 189.06061, 3.58503
210, 132.00000, 7.04439, 0.10719, 4.06061, 0.81735, 0.20765, 0.11369, 0.06061, 1.30114, 0.62126, 0.11127, 195.81061, 3.67096
211, 37.00000, 5.20945, 0.19148, 3.18919, 1.12640, 0.20409, 0.14311, 0.18919, 1.27447, 0.88443, 0.15022, 192.45946, 3.50688
212, 25.00000, 4.64386, 0.16735, 3.92000, 1.28841, 0.21315, 0.11413, 0.08000, 1.23613, 1.03366, 0.66697, 201.00000, 3.98930
213, 126.00000, 6.97728, 0.10264, 4.23016, 0.86868, 0.23273, 0.12259, 0.03968, 1.30185, 0.78855, 0.29351, 219.46825, 3.69716
214, 128.00000, 7.00000, 0.11305, 3.89844, 0.83090, 0.20445, 0.12840, 0.13281, 1.28916, 0.63026, 0.26838, 192.79688, 3.84142
215, 93.00000, 6.53916, 0.12695, 3.77419, 0.88624, 0.24662, 0.11488, 0.02151, 1.28210, 0.65124, 0.20984, 232.55914, 3.80220
216, 131.00000, 7.03342, 0.14289, 3.80153, 1.00322, 0.20281, 0.12575, 0.12977, 1.31932, 0.69221, 0.19698, 191.25191, 3.62012
217, 76.00000, 6.24793, 0.26146, 2.96053, 1.38025, 0.19447, 0.14645, 0.26316, 1.34946, 1.05058, 0.30648, 183.38158, 3.29755
218, 53.00000, 5.72792, 0.11973, 3.60377, 0.81664, 0.20543, 0.12303, 0.07547, 1.29450, 0.60129, 0.15403, 193.71698, 3.78587
219, 28.00000, 4.80735, 0.21635, 3.71429, 1.58365, 0.16513, 0.11478, 0.17857, 1.33933, 1.22856, 0.52333, 155.71429, 3.60921
220, 22.00000, 4.45943, 0.11993, 3.77273, 0.92231, 0.25012, 0.15914, 0.04545, 1.40898, 0.68470, 0.26446, 235.86364, 3.42109
221, 146.00000, 7.18982, 0.13053, 3.61644, 0.89643, 0.17367, 0.13193, 0.23288, 1.33060, 0.68355, 0.23595, 163.76712, 3.43620
222, 387.00000, 8.59619, 0.21786, 3.04910, 1.19158, 0.14802, 0.11480, 0.27907, 1.34283, 0.77030, 0.11625, 139.58656, 3.27484
223, 105.00000, 6.71425, 0.23863, 3.02857, 1.29687, 0.18091, 0.13481, 0.22857, 1.37271, 0.98463, 0.22095, 170.60000, 3.27120
224, 141.00000, 7.13955, 0.19741, 2.99291, 1.09868, 0.13715, 0.11488, 0.28369, 1.34027, 0.82012, 0.23219, 129.33333, 3.38472
225, 27.00000, 4.75489, 0.07954, 4.51852, 0.84900, 0.20400, 0.12481, 0.11111, 1.19437, 0.81073, 0.21079, 192.37037, 3.97229
226, 50.00000, 5.64386, 0.12695, 3.80000, 0.92582, 0.21896, 0.12330, 0.10000, 1.28062, 0.66803, 0.23736, 206.48000, 3.84433
227, 58.00000, 5.85798, 0.16569, 3.44828, 1.06248, 0.20181, 0.15161, 0.17241, 1.36225, 0.71909, 0.32069, 190.31034, 3.50439
228, 21.00000, 4.39232, 0.25830, 3.14286, 1.49284, 0.23769, 0.14745, 0.14286, 1.30273, 1.28224, 1.18392, 224.14286, 3.76385
229, 30.00000, 4.90689, 0.29512, 2.73333, 1.46059, 0.20276, 0.15580, 0.26667, 1.37152, 1.35471, 0.56112, 191.20000, 3.50825
230, 133.00000, 7.05528, 0.15731, 3.84962, 1.13816, 0.21002, 0.12469, 0.09774, 1.30964, 0.91492, 0.20579, 198.04511, 3.69610
231, 21.00000, 4.39232, 0.12245, 3.66667, 0.91287, 0.30122, 0.15930, 0.04762, 1.36478, 0.81728, 0.32400, 284.04762, 3.54030
232, 93.00000, 6.53916, 0.12133, 3.90323, 0.89764, 0.22510, 0.12991, 0.09677, 1.26140, 0.67481, 0.18661, 212.26882, 3.88542
233, 110.00000, 6.78136, 0.09296, 4.34545, 0.79490, 0.20613, 0.11956, 0.11818, 1.26580, 0.80608, 0.27161, 194.38182, 3.84343
234, 480.00000, 8.90689, 0.15873, 3.12292, 0.92037, 0.12927, 0.11134, 0.34375, 1.25180, 0.75630, 0.00000, 121.90208, 3.62506
235, 94.00000, 6.55459, 0.10052, 3.97872, 0.82929, 0.18231, 0.12730, 0.21277, 1.25062, 0.56394, 0.12906, 171.91489, 3.83999
236, 124.00000, 6.95420, 0.18646, 3.47581, 1.17192, 0.21424, 0.12430, 0.08065, 1.28150, 0.96374, 0.22073, 202.02419, 3.73519
237, 48.00000, 5.58496, 0.08113, 4.14583, 0.68384, 0.21611, 0.11990, 0.10417, 1.18416, 0.44195, 0.08053, 203.79167, 4.07943
238, 29.00000, 4.85798, 0.12704, 3.27586, 0.84077, 0.26219, 0.15965, 0.06897, 1.38968, 0.58635, 0.23408, 247.24138, 3.36161
239, 159.00000, 7.31288, 0.13846, 4.21384, 1.25469, 0.16472, 0.12413, 0.19497, 1.26793, 1.12336, 0.38448, 155.33333, 3.87651
240, 24.00000, 4.58496, 0.18704, 3.75000, 1.32698, 0.22115, 0.14399, 0.16667, 1.40504, 0.92537, 0.39990, 208.54167, 3.36307
241, 23.00000, 4.52356, 0.16401, 3.43478, 1.03687, 0.20794, 0.15821, 0.13043, 1.40098, 0.76921, 0.49185, 196.08696, 3.48224
242, 20.00000, 4.32193, 0.08258, 4.45000, 0.75915, 0.17317, 0.15823, 0.25000, 1.30702, 1.09831, 0.52308, 163.30000, 3.49968
243, 81.00000, 6.33985, 0.11835, 3.64198, 0.82627, 0.17432, 0.11618, 0.14815, 1.29074, 0.59991, 0.11267, 164.38272, 3.71861
244, 238.00000, 7.89482, 0.15655, 3.65126, 1.07141, 0.15520, 0.11563, 0.20168, 1.33932, 0.82293, 0.53083, 146.35294, 3.44353
245, 22.00000, 4.45943, 0.18056, 3.27273, 1.12045, 0.23065, 0.17854, 0.13636, 1.37477, 0.84434, 0.39416, 217.50000, 3.21911
246, 195.00000, 7.60733, 0.25284, 2.92821, 1.32189, 0.15721, 0.12116, 0.25641, 1.36226, 0.96626, 0.23559, 148.25128, 3.31021
247, 26.00000, 4.70044, 0.11840, 3.92308, 0.89098, 0.30985, 0.16141, 0.07692, 1.30340, 0.63698, 0.10041, 292.19231, 3.76498
248, 56.00000, 5.80735, 0.18232, 3.57143, 1.18869, 0.27723, 0.13295, 0.05357, 1.27746, 0.92812, 0.12411, 261.42857, 3.81053
249, 161.00000, 7.33092, 0.11067, 4.10559, 0.86315, 0.21014, 0.12162, 0.09938, 1.30711, 0.68471, 0.10366, 198.16149, 3.66898
250, 122.00000, 6.93074, 0.14623, 3.78689, 1.06196, 0.21090, 0.13430, 0.11475, 1.33168, 0.78462, 0.25243, 198.87705, 3.54606
251, 77.00000, 6.26679, 0.13236, 3.79221, 0.92249, 0.24892, 0.14080, 0.06494, 1.32055, 0.61713, 0.26152, 234.72727, 3.63913
252, 21.00000, 4.39232, 0.07578, 4.42857, 0.67612, 0.24814, 0.16207, 0.14286, 1.35362, 0.79409, 0.50935, 234.00000, 3.69074
253, 97.00000, 6.59991, 0.12820, 3.97938, 0.95720, 0.22338, 0.12442, 0.07216, 1.28634, 0.70223, 0.13480, 210.64948, 3.77715
254, 159.00000, 7.31288, 0.18256, 3.05031, 1.03605, 0.16252, 0.12967, 0.27673, 1.33152, 0.72502, 0.22606, 153.25786, 3.37292
255, 83.00000, 6.37504, 0.28733, 2.54217, 1.31873, 0.17138, 0.14110, 0.27711, 1.40134, 1.12374, 0.51455, 161.61446, 3.07554
256, 207.00000, 7.69349, 0.12491, 3.99034, 0.94505, 0.15778, 0.12801, 0.30435, 1.34909, 0.97463, 0.26779, 148.78744, 3.26506
257, 57.00000, 5.83289, 0.12662, 4.03509, 0.96297, 0.18642, 0.16802, 0.29825, 1.31927, 0.76999, 0.10236, 175.78947, 3.69106
258, 23.00000, 4.52356, 0.19616, 3.73913, 1.38883, 0.25843, 0.15937, 0.08696, 1.37173, 1.21015, 0.60378, 243.69565, 3.37868
259, 46.00000, 5.52356, 0.10381, 3.86957, 0.77771, 0.25441, 0.13508, 0.04348, 1.33419, 0.53864, 0.16189, 239.91304, 3.65337
260, 24.00000, 4.58496, 0.14132, 4.04167, 1.12208, 0.17250, 0.16407, 0.37500, 1.41384, 1.31232, 1.22830, 162.66667, 3.34207
261, 27.00000, 4.75489, 0.11411, 4.11111, 0.89156, 0.19320, 0.14471, 0.25926, 1.41439, 1.17533, 0.79316, 182.18519, 3.13345
262, 160.00000, 7.32193, 0.13815, 3.16875, 0.82585, 0.18189, 0.12730, 0.15000, 1.33217, 0.67902, 0.19891, 171.52500, 3.51385
263, 123.00000, 6.94251, 0.12881, 4.04878, 0.99880, 0.21847, 0.12630, 0.11382, 1.26776, 0.74822, 0.23740, 206.01626, 3.80812
264, 120.00000, 6.90689, 0.11996, 4.21667, 1.00573, 0.16660, 0.12216, 0.21667, 1.32421, 0.92165, 0.12325, 157.10833, 3.63509
265, 46.00000, 5.52356, 0.17365, 3.56522, 1.12846, 0.26036, 0.15899, 0.10870, 1.36043, 0.92535, 0.27513, 245.52174, 3.43308
266, 23.00000, 4.52356, 0.17739, 3.26087, 1.09617, 0.25003, 0.12499, 0.04348, 1.35332, 0.62588, 0.25134, 235.78261, 3.63070
267, 185.00000, 7.53138, 0.12174, 3.93514, 0.88840, 0.17289, 0.11515, 0.15135, 1.32848, 0.63072, 0.17405, 163.03243, 3.46608
268, 328.00000, 8.35755, 0.20565, 2.94207, 1.09754, 0.14784, 0.11493, 0.25305, 1.33491, 0.69674, 0.00000, 139.41159, 3.33225
269, 323.00000, 8.33539, 0.26299, 3.00929, 1.40648, 0.14406, 0.10585, 0.24149, 1.31096, 1.09496, 0.44464, 135.85139, 3.56129
270, 138.00000, 7.10852, 0.10744, 4.33333, 0.99145, 0.15492, 0.12660, 0.24638, 1.35500, 1.18437, 0.57191, 146.08696, 3.44652
271, 278.00000, 8.11894, 0.15096, 3.58273, 1.00468, 0.17516, 0.11384, 0.14029, 1.29094, 0.65420, 0.14961, 165.17266, 3.69519
272, 51.00000, 5.67243, 0.09529, 4.33333, 0.88694, 0.23850, 0.12597, 0.03922, 1.23680, 0.63844, 0.20349, 224.90196, 3.94893
273, 22.00000, 4.45943, 0.10114, 3.63636, 0.72673, 0.17285, 0.11353, 0.13636, 1.34004, 0.59888, 0.20213, 163.00000, 3.63895
274, 71.00000, 6.14975, 0.12627, 4.05634, 0.98398, 0.23030, 0.14382, 0.09859, 1.35463, 0.78521, 0.23566, 217.16901, 3.50692
275, 95.00000, 6.56986, 0.09431, 3.11579, 0.59899, 0.21039, 0.13207, 0.08421, 1.31963, 0.59173, 0.12246, 198.40000, 3.59013
276, 518.00000, 9.01681, 0.15804, 3.46525, 1.01714, 0.13162, 0.10846, 0.33784, 1.33027, 0.56521, 0.00000, 124.11776, 3.30753
277, 54.00000, 5.75489, 0.11650, 3.50000, 0.84116, 0.23675, 0.15616, 0.14815, 1.34536, 0.62073, 0.17824, 223.25926, 3.57871
278, 23.00000, 4.52356, 0.10825, 4.26087, 0.91539, 0.25561, 0.16653, 0.13043, 1.29240, 0.81151, 0.40798, 241.04348, 3.80255
279, 434.00000, 8.76155, 0.19903, 3.26728, 1.19950, 0.10924, 0.10622, 0.43548, 1.28845, 0.99077, 0.00000, 103.00922, 3.22860
280, 258.00000, 8.01123, 0.15401, 3.57752, 0.99990, 0.16075, 0.12084, 0.21705, 1.34336, 0.85855, 0.26549, 151.58527, 3.39173
281, 26.00000, 4.70044, 0.21084, 3.19231, 1.23351, 0.20874, 0.15316, 0.19231, 1.43687, 0.92143, 0.39367, 196.84615, 3.20095
282, 22.00000, 4.45943, 0.15053, 3.50000, 1.01183, 0.23412, 0.15112, 0.04545, 1.41894, 0.76884, 0.33471, 220.77273, 3.32467
283, 53.00000, 5.72792, 0.10270, 4.13208, 0.83292, 0.21341, 0.13550, 0.07547, 1.32546, 0.74367, 0.25212, 201.24528, 3.55629
284, 47.00000, 5.55459, 0.11849, 3.55319, 0.80240, 0.17594, 0.12624, 0.19149, 1.38067, 0.51134, 0.09031, 165.91489, 3.45046
285, 32.00000, 5.00000, 0.11012, 3.93750, 0.84003, 0.28148, 0.13782, 0.03125, 1.30689, 0.68920, 0.26551, 265.43750, 3.81666
286, 288.00000, 8.16993, 0.16861, 3.71181, 1.15532, 0.14383, 0.11790, 0.30903, 1.34498, 0.95181, 0.25360, 135.63194, 3.40571
287, 62.00000, 5.95420, 0.12568, 4.11290, 1.02597, 0.23397, 0.13959, 0.06452, 1.35339, 0.91765, 0.37622, 220.62903, 3.55569
288, 75.00000, 6.22882, 0.16137, 3.88000, 1.20763, 0.23902, 0.13625, 0.09333, 1.26608, 0.87721, 0.08180, 225.40000, 3.83994
289, 27.00000, 4.75489, 0.19784, 2.92593, 1.07152, 0.22438, 0.12969, 0.07407, 1.38148, 0.90176, 0.29743, 211.59259, 3.33953
290, 150.00000, 7.22882, 0.14599, 3.35333, 0.91326, 0.19499, 0.11104, 0.10000, 1.30618, 0.67444, 0.27675, 183.88000, 3.51896
291, 296.00000, 8.20945, 0.14812, 3.68581, 1.03134, 0.13458, 0.11779, 0.37162, 1.34409, 0.76167, 0.00000, 126.90878, 3.24541
292, 124.00000, 6.95420, 0.09951, 4.22581, 0.80485, 0.20519, 0.12636, 0.09677, 1.27403, 0.59877, 0.15184, 193.49194, 3.81815
293, 388.00000, 8.59991, 0.18860, 3.03093, 1.04378, 0.15737, 0.11077, 0.21134, 1.30907, 0.76946, 0.22832, 148.40206, 3.52917
294, 150.00000, 7.22882, 0.14649, 3.46667, 0.95304, 0.17475, 0.13543, 0.23333, 1.37769, 0.60776, 0.17436, 164.78667, 3.23250
295, 196.00000, 7.61471, 0.08845, 4.23980, 0.79010, 0.16745, 0.11996, 0.20918, 1.32611, 0.86628, 0.27836, 157.90816, 3.54506
296, 147.00000, 7.19967, 0.13581, 4.17687, 1.18611, 0.20039, 0.12860, 0.14286, 1.28634, 0.89720, 0.31168, 188.96599, 3.77178
297, 192.00000, 7.58496, 0.16741, 3.43750, 1.06651, 0.20831, 0.11711, 0.07812, 1.32401, 0.73635, 0.23779, 196.43229, 3.66278
298, 127.00000, 6.98868, 0.10913, 4.03150, 0.81588, 0.21736, 0.11514, 0.05512, 1.27374, 0.64424, 0.14240, 204.96850, 3.77456
299, 280.00000, 8.12928, 0.13866, 3.46429, 0.90724, 0.15265, 0.11799, 0.23571, 1.28976, 0.60365, 0.00000, 143.95357, 3.64712
300, 20.00000, 4.32193, 0.13533, 3.75000, 1.01955, 0.18685, 0.18452, 0.40000, 1.39927, 1.11302, 0.51728, 176.20000, 3.00367
301, 275.00000, 8.10329, 0.14373, 3.52727, 0.97139, 0.17949, 0.11421, 0.13455, 1.33793, 0.71517, 0.21794, 169.25455, 3.45594
302, 21.00000, 4.39232, 0.18301, 2.42857, 0.87014, 0.21446, 0.13809, 0.14286, 1.44321, 0.92910, 0.13237, 202.23810, 3.13373
303, 484.00000, 8.91886, 0.20292, 3.36570, 1.23130, 0.13620, 0.11083, 0.31612, 1.33237, 0.74411, 0.00000, 128.44008, 3.31322
304, 26.00000, 4.70044, 0.16171, 3.38462, 1.06120, 0.24141, 0.14653, 0.07692, 1.39938, 0.70317, 0.15704, 227.65385, 3.29977
305, 222.00000, 7.79442, 0.17346, 3.40991, 1.07984, 0.17988, 0.12382, 0.18018, 1.28023, 0.82706, 0.34140, 169.63063, 3.76785
306, 32.00000, 5.00000, 0.13972, 3.78125, 1.00753, 0.19867, 0.13777, 0.09375, 1.34840, 0.70141, 0.29565, 187.34375, 3.57258
307, 112.00000, 6.80735, 0.14565, 3.79464, 1.03226, 0.20986, 0.12556, 0.07143, 1.30483, 0.78383, 0.18768, 197.90179, 3.67469
308, 397.00000, 8.63300, 0.10635, 3.75819, 0.76671, 0.14844, 0.10613, 0.22670, 1.29149, 0.60814, 0.00000, 139.98237, 3.65749
309, 20.00000, 4.32193, 0.16286, 3.50000, 1.05131, 0.17147, 0.15715, 0.25000, 1.39493, 0.87193, 0.36520, 161.70000, 3.36319
310, 21.00000, 4.39232, 0.18577, 3.85714, 1.42428, 0.23007, 0.19523, 0.28571, 1.32946, 0.98029, 0.37256, 216.95238, 3.58771
311, 294.00000, 8.19967, 0.12049, 3.79592, 0.86997, 0.16124, 0.11266, 0.19728, 1.30240, 0.65841, 0.16807, 152.05102, 3.60695
312, 223.00000, 7.80090, 0.09971, 4.38117, 0.91681, 0.13988, 0.11262, 0.28700, 1.23516, 0.87359, 0.24788, 131.90583, 3.88584
313, 262.00000, 8.03342, 0.15125, 3.59542, 0.99638, 0.17440, 0.11251, 0.14122, 1.29011, 0.67182, 0.16103, 164.45802, 3.63790
314, 245.00000, 7.93664, 0.16626, 3.67755, 1.14792, 0.12598, 0.11095, 0.38367, 1.34345, 0.96276, 0.00000, 118.80000, 3.20457
315, 87.00000, 6.44294, 0.12015, 4.01149, 0.93379, 0.21074, 0.11375, 0.08046, 1.28630, 0.68149, 0.17830, 198.72414, 3.82163
316, 75.00000, 6.22882, 0.23587, 3.36000, 1.43922, 0.21281, 0.12360, 0.06667, 1.25226, 1.16534, 0.51138, 200.68000, 3.90153
317, 22.00000, 4.45943, 0.12471, 3.54545, 0.85786, 0.20250, 0.13623, 0.18182, 1.41848, 0.74377, 0.44000, 190.95455, 3.17796
318, 174.00000, 7.44294, 0.14858, 3.70690, 1.03145, 0.16644, 0.11625, 0.22414, 1.31131, 0.78288, 0.48608, 156.95402, 3.54051
319, 23.00000, 4.52356, 0.11739, 3.47826, 0.79026, 0.16667, 0.09729, 0.17391, 1.39231, 0.53830, 0.09215, 157.17391, 3.40098
320, 154.00000, 7.26679, 0.11370, 3.72078, 0.84402, 0.17156, 0.12526, 0.22727, 1.36409, 0.74389, 0.30915, 161.77922, 3.27532
321, 125.00000, 6.96578, 0.10457, 3.73600, 0.74210, 0.16555, 0.11087, 0.12000, 1.24136, 0.56191, 0.08269, 156.11200, 3.93928
322, 51.00000, 5.67243, 0.10476, 4.17647, 0.84157, 0.21205, 0.12607, 0.09804, 1.20665, 0.65150, 0.24654, 199.96078, 3.98935
323, 89.00000, 6.47573, 0.14376, 3.61798, 0.95947, 0.22901, 0.14610, 0.13483, 1.32631, 0.58771, 0.16431, 215.95506, 3.60159
324, 66.00000, 6.04439, 0.09138, 4.34848, 0.81321, 0.21468, 0.13530, 0.15152, 1.38521, 1.08058, 0.32298, 202.43939, 3.40445
325, 142.00000, 7.14975, 0.17806, 3.40845, 1.11822, 0.16864, 0.12111, 0.20423, 1.27324, 0.79321, 0.21911, 159.02817, 3.69043
326, 187.00000, 7.54689, 0.20250, 3.32620, 1.21173, 0.17359, 0.10951, 0.14439, 1.27361, 0.93512, 0.50246, 163.69519, 3.70874
327, 284.00000, 8.14975, 0.14805, 3.31338, 0.91919, 0.17700, 0.11936, 0.18310, 1.32218, 0.69174, 0.25405, 166.90845, 3.65831
328, 283.00000, 8.14466, 0.14030, 3.43110, 0.90586, 0.16196, 0.11805, 0.24028, 1.30646, 0.58916, 0.19087, 152.72792, 3.50411
329, 65.00000, 6.02237, 0.12879, 3.40000, 0.82538, 0.25111, 0.14381, 0.06154, 1.28918, 0.56893, 0.19532, 236.80000, 3.76511
330, 147.00000, 7.19967, 0.07780, 4.49660, 0.73442, 0.19827, 0.11628, 0.08163, 1.32107, 1.04279, 0.33139, 186.97279, 3.60355
331, 70.00000, 6.12928, 0.15894, 3.64286, 1.06371, 0.15457, 0.12455, 0.25714, 1.28522, 0.85370, 0.38954, 145.75714, 3.74930
332, 183.00000, 7.51570, 0.11559, 4.15301, 0.91302, 0.18498, 0.12682, 0.18579, 1.35716, 0.98792, 0.26253, 174.43716, 3.32326
333, 26.00000, 4.70044, 0.12538, 3.84615, 0.96715, 0.27266, 0.13943, 0.03846, 1.25748, 0.70698, 0.19462, 257.11538, 3.77179
334, 333.00000, 8.37938, 0.13541, 3.51952, 0.91032, 0.15520, 0.11565, 0.23123, 1.30987, 0.60114, 0.00000, 146.35736, 3.60837
335, 22.00000, 4.45943, 0.18298, 3.54545, 1.22386, 0.24395, 0.14099, 0.13636, 1.41295, 0.96819, 0.34518, 230.04545, 3.36412
336, 130.00000, 7.02237, 0.23942, 2.96154, 1.28440, 0.15509, 0.13433, 0.32308, 1.34032, 0.91418, 0.20276, 146.24615, 3.20291
337, 34.00000, 5.08746, 0.15057, 3.94118, 1.12657, 0.22538, 0.14135, 0.02941, 1.35703, 0.95064, 0.17255, 212.52941, 3.46623
338, 75.00000, 6.22882, 0.12436, 4.00000, 0.94440, 0.18958, 0.12089, 0.08000, 1.22554, 0.73745, 0.29891, 178.77333, 3.95608
339, 254.00000, 7.98868, 0.12123, 4.00394, 0.91754, 0.17388, 0.11503, 0.16929, 1.29680, 0.67137, 0.00000, 163.97244, 3.65652
340, 44.00000, 5.45943, 0.13525, 4.15909, 1.18013, 0.22011, 0.13296, 0.04545, 1.29156, 1.05414, 0.74404, 207.56818, 3.78683
341, 21.00000, 4.39232, 0.15476, 3.80952, 1.12335, 0.10943, 0.14022, 0.57143, 1.46112, 1.12935, 0.39049, 103.19048, 2.92013
342, 201.00000, 7.65105, 0.20675, 3.43781, 1.28739, 0.15074, 0.10923, 0.22388, 1.32267, 0.93638, 0.25114, 142.14925, 3.59622
343, 237.00000, 7.88874, 0.14166, 3.98734, 1.09111, 0.17598, 0.11444, 0.14768, 1.30868, 0.81672, 0.26880, 165.94937, 3.62592
344, 190.00000, 7.56986, 0.15154, 3.66842, 1.02382, 0.19363, 0.12455, 0.13684, 1.29248, 0.61799, 0.28779, 182.58947, 3.66862
345, 232.00000, 7.85798, 0.13578, 3.64655, 0.91882, 0.17360, 0.12193, 0.17672, 1.32186, 0.58405, 0.22840, 163.70259, 3.53729
